CollegeCode,College,DepartmentCode,Department,Subject,CourseNumber,CRN,Section,CourseTitle,Campus,CreditHours,SeatLimit,Enrolled,Remaining,RoomCapacity,CorequisiteIndicator,WLCapacity,WLActual,WLRemaining,Status,Instructor,StartDate,EndDate,StartTime,EndTime,Days,Building,PartofTerm,AllFacultyLastName,AllFacultyP,ApproveTypeCode,AllFacultyFullName
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,222,22501,2,Interior Design Studio 1,M,3,12,8,4,20,N,0,0,0,Active,Potts,8/21/17,12/11/17,1400,1550,M  W  F ,AT 262E,1,Potts,D. Potts,,Dale Potts
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,224,19390,1,Interior Design Studio 2,M,,20,0,20,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,225,19375,1,Hist and Theoretical Studies 2,M,,45,0,45,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,228,26468,1,Graphic Communication 4,M,3,18,0,18,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,261,26309,1,Universal Design,M,3,24,22,2,20,N,0,0,0,Active,Kanakri,8/21/17,12/11/17,930,1025, T    ,AT 262E,1,Kanakri,S. Kanakri,,Shireen Kanakri
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,261,26309,1,Universal Design,M,3,24,22,2,,N,0,0,0,Active,Kanakri,8/21/17,12/11/17,,,     ,OL ONLINE,1,Kanakri,S. Kanakri,,Shireen Kanakri
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,261,24287,800,Universal Design,OL,,0,0,0,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,314,14530,1,Color and Light in ID,M,3,20,0,20,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,314,27225,2,Color and Light in ID,M,3,45,0,45,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,314,27638,800,Color and Light in ID,OL,,45,21,24,,N,0,0,0,Active,Ahmadi,8/21/17,12/11/17,,,     , ,1,"Ahmadi, He","R. Ahmadi (P), J. He",,"Reza Ahmadi (P), Jianhong He"
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,324,14524,1,Interior Design Studio 3,M,3,20,14,6,20,N,0,0,0,Active,Ahmadi,8/21/17,12/11/17,1230,1520, T  R  ,AT 262E,1,Ahmadi,R. Ahmadi,,Reza Ahmadi
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,362,14536,1,Int Const Build Systems,M,3,20,0,20,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,362,25385,2,Int Const Build Systems,M,3,20,13,7,20,N,0,0,0,Active,Ahmadi,8/21/17,12/11/17,1500,1650,M  W   ,AT 262F,1,Ahmadi,R. Ahmadi,,Reza Ahmadi
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,369,22129,1,Internship in Interior Design,OF,3,10,0,10,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,SP,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,369,22130,2,Internship in Interior Design,OF,5,10,0,10,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,SP,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,369,28266,800,Internship in Interior Design,OL,3,10,9,1,,N,0,0,0,Active,Ahmadi,8/21/17,12/11/17,,,     , ,1,Ahmadi,R. Ahmadi,SP,Reza Ahmadi
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,369,28267,801,Internship in Interior Design,OL,5,10,0,10,,N,0,0,0,Active,Ahmadi,8/21/17,12/11/17,,,     , ,1,Ahmadi,R. Ahmadi,SP,Reza Ahmadi
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,400,26288,800,NCIDQ Preparation,OL,,40,0,40,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,420,26302,1,ID Programming,M,3,20,16,4,48,N,0,0,0,Active,Angne Alfaro,8/21/17,12/11/17,1000,1150,M  W   ,AT 109,1,Angne Alfaro,S. Angne Alfaro,SP,Sarah Angne Alfaro
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,424,14528,1,Interior Design Studio 5,M,,20,0,20,,N,5,0,5,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,424,20978,2,Interior Design Studio 5,M,3,20,16,4,24,N,0,0,0,Active,Kanakri,8/21/17,12/11/17,1100,1350, T  R  ,AT 262G,1,Kanakri,S. Kanakri,,Shireen Kanakri
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,606,26718,800,Visual Culture in Built Enviro,OL,,20,0,20,,N,0,0,0,Cancelled,,8/21/17,12/11/17,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,610,28052,800,Evidence Based Design,OL,,20,8,12,,N,0,0,0,Active,Kanakri,8/21/17,12/11/17,,,     , ,1,"Kanakri, Rosenblatt","S. Kanakri (P), J. Rosenblatt",,"Shireen Kanakri (P), Jody Rosenblatt"
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,610,28355,801,Evidence Based Design,OL,,20,0,20,,N,0,0,0,Hold,,8/21/17,12/11/17,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,FCID,620,26719,800,Inclusive Design,OL,,20,0,20,,N,0,0,0,Cancelled,,8/21/17,12/11/17,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,104,13244,1,Introduction to Construction,M,3,20,26,-6,30,N,0,0,0,Active,Mezo,8/21/17,12/11/17,1100,1150,M  W  F ,AT 159,1,Mezo,M. Mezo,,Michael Mezo
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,104,13245,2,Introduction to Construction,M,3,20,25,-5,30,N,0,0,0,Active,Mezo,8/21/17,12/11/17,1400,1450,M  W  F ,AT 159,1,Mezo,M. Mezo,,Michael Mezo
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,104,13246,3,Introduction to Construction,M,3,20,25,-5,30,N,0,0,0,Active,Mezo,8/21/17,12/11/17,1500,1550,M  W  F ,AT 159,1,Mezo,M. Mezo,,Michael Mezo
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,106,13247,1,CAD for Const Management,M,3,20,20,0,20,N,5,0,5,Active,Birk,8/21/17,12/11/17,1230,1345,M  W   ,AT 157,1,Birk,G. Birk,,Gary Birk
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,106,13248,2,CAD for Const Management,M,3,20,20,0,20,N,5,0,5,Active,Birk,8/21/17,12/11/17,930,1045, T  R  ,AT 157,1,Birk,G. Birk,,Gary Birk
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,106,25363,3,CAD for Const Management,M,3,20,20,0,20,N,0,0,0,Active,Birk,8/21/17,12/11/17,1400,1515,M  W   ,AT 157,1,Birk,G. Birk,,Gary Birk
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,180,19179,1,Construction Documents,M,3,20,19,1,30,N,5,0,5,Active,Mezo,8/21/17,12/11/17,900,950,M  W  F ,AT 159,1,Mezo,M. Mezo,,Michael Mezo
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,200,13251,1,Site Preparation,M,3,20,13,7,30,N,5,0,5,Active,Wilson,8/21/17,12/11/17,930,1045, T  R  ,AT 159,1,Wilson,C. Wilson,,Craig Wilson
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,200,13251,1,Site Preparation,M,3,20,13,7,30,N,5,0,5,Active,Wilson,8/21/17,12/11/17,931,1045, T  R  ,AT 160,1,Wilson,C. Wilson,,Craig Wilson
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,200,13252,2,Site Preparation,M,3,20,20,0,30,N,5,0,5,Active,Wilson,8/21/17,12/11/17,1100,1215, T  R  ,AT 159,1,Wilson,C. Wilson,,Craig Wilson
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,200,13252,2,Site Preparation,M,3,20,20,0,30,N,5,0,5,Active,Wilson,8/21/17,12/11/17,1101,1215, T  R  ,AT 160,1,Wilson,C. Wilson,,Craig Wilson
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,200,13253,3,Site Preparation,M,3,20,18,2,30,N,5,0,5,Active,Wilson,8/21/17,12/11/17,1230,1345, T  R  ,AT 159,1,Wilson,C. Wilson,,Craig Wilson
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,200,13253,3,Site Preparation,M,3,20,18,2,30,N,5,0,5,Active,Wilson,8/21/17,12/11/17,1231,1345, T  R  ,AT 160,1,Wilson,C. Wilson,,Craig Wilson
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,206,19588,1,Building Information Modeling,M,3,20,14,6,20,N,5,0,5,Active,Wilson,8/21/17,12/11/17,1100,1215,M  W   ,AT 157,1,Wilson,C. Wilson,,Craig Wilson
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,222,22173,1,Technical Presentation,M,3,20,19,1,48,N,5,0,5,Active,Warrner,8/21/17,12/11/17,1230,1345, T  R  ,AT 130,1,Warrner,J. Warrner,,Jennifer Warrner
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,222,27838,2,Technical Presentation,M,,20,20,0,30,N,0,0,0,Active,Warrner,8/21/17,12/11/17,1400,1515, T  R  ,AT 201,1,Warrner,J. Warrner,,Jennifer Warrner
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,252,13254,1,Building Diagnostics,M,,20,0,20,,N,5,0,5,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,261,22174,1,Mechanical Construction,M,3,20,11,9,48,N,5,0,5,Active,Attallah,8/21/17,12/11/17,900,950,M  W  F ,AT 106,1,Attallah,S. Attallah,,Sherif Attallah
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,261,22175,2,Mechanical Construction,M,3,20,13,7,48,N,5,0,5,Active,Attallah,8/21/17,12/11/17,1000,1050,M  W  F ,AT 106,1,Attallah,S. Attallah,,Sherif Attallah
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,261,24537,3,Mechanical Construction,M,3,20,12,8,48,N,5,0,5,Active,Attallah,8/21/17,12/11/17,1100,1150,M  W  F ,AT 106,1,Attallah,S. Attallah,,Sherif Attallah
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,280,19587,1,Construction Specifications,M,3,20,0,20,,N,5,0,5,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,299X,19589,1G,Special Topics in CM,M,3,16,13,3,16,N,0,0,0,Active,Fick,8/21/17,12/11/17,1100,1215, T  R  ,AT 178,1,Fick,J. Fick,SP,Janet Fick
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,299X,24671,2,Special Topics in CM,M,3,20,0,20,,N,0,0,0,Hold,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,299X,27883,2G,Special Topics in CM,M,3,15,11,4,16,N,0,0,0,Active,Fick,8/21/17,12/11/17,1530,1645, T  R  ,AT 178,1,"Fick, Jones","J. Fick (P), J. Jones",,"Janet Fick (P), James Jones"
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,299X,24672,3G,Special Topics in CM,M,3,16,10,6,16,N,0,0,0,Active,Fick,8/21/17,12/11/17,1400,1515, T  R  ,AT 178,1,"Fick, Jones","J. Fick (P), J. Jones",,"Janet Fick (P), James Jones"
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,299X,27070,4G,Special Topics in CM,M,3,15,12,3,16,N,0,0,0,Active,Warrner,8/21/17,12/11/17,1500,1740,  W   ,AT 178,1,Warrner,J. Warrner,,Jennifer Warrner
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,299X,27033,5G,Special Topics in CM,M,3,16,0,16,,N,0,0,0,Cancelled,,8/21/17,12/11/17,1530,1645, T  R  , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,315,19586,1,Sustainable Construction,M,3,16,16,0,16,N,5,0,5,Active,Fick,8/21/17,12/11/17,1230,1345, T  R  ,AT 178,1,Fick,J. Fick,,Janet Fick
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,320,13255,1,Estimating,M,3,20,20,0,48,N,5,0,5,Active,Mahfouz,8/21/17,12/11/17,1000,1050,M  W  F ,AT 103,1,"Jones, Mahfouz","J. Jones, T. Mahfouz (P)",,"James Jones, Tarek Mahfouz (P)"
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,320,13256,2,Estimating,M,3,20,10,10,30,N,5,0,5,Active,Mahfouz,8/21/17,12/11/17,1100,1150,M  W  F ,AT 201,1,"Jones, Mahfouz","J. Jones, T. Mahfouz (P)",,"James Jones, Tarek Mahfouz (P)"
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,320,13257,3,Estimating,M,3,20,11,9,30,N,5,0,5,Active,Mahfouz,8/21/17,12/11/17,1200,1250,M  W  F ,AT 201,1,"Jones, Mahfouz","J. Jones, T. Mahfouz (P)",,"James Jones, Tarek Mahfouz (P)"
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,350,13258,1,Mechanical Electrical Systems,M,,20,0,20,,N,5,0,5,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,355,13259,1,Planning and Scheduling,M,3,20,20,0,48,N,5,0,5,Active,Birk,8/21/17,12/11/17,1100,1215, T  R  ,AT 106,1,Birk,G. Birk,,Gary Birk
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,355,13259,1,Planning and Scheduling,M,3,20,20,0,20,N,5,0,5,Active,Birk,8/21/17,12/11/17,1101,1215, T  R  ,AT 157,1,Birk,G. Birk,,Gary Birk
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,355,13260,2,Planning and Scheduling,M,3,20,20,0,20,N,5,0,5,Active,Birk,8/21/17,12/11/17,1230,1345, T  R  ,AT 157,1,Birk,G. Birk,,Gary Birk
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,355,13260,2,Planning and Scheduling,M,3,20,20,0,48,N,5,0,5,Active,Birk,8/21/17,12/11/17,1231,1345, T  R  ,AT 106,1,Birk,G. Birk,,Gary Birk
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,355,28000,3,Planning and Scheduling,M,,20,20,0,20,N,0,0,0,Active,Birk,8/21/17,12/11/17,1400,1515, T  R  ,AT 157,1,Birk,G. Birk,,Gary Birk
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,365,13261,1,Construction Safety,M,3,20,21,-1,30,N,5,0,5,Active,Kirby,8/21/17,12/11/17,1830,2115,  W   ,AT 159,1,Kirby,T. Kirby,,Timothy Kirby
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,490,23146,1,Independent Study in CM,M,1,20,0,20,,N,0,0,0,Hold,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,SP,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,490,26839,1,Independent Study in CM,M,1,10,0,10,,N,0,0,0,Hold,Fick,8/21/17,12/11/17,,,     , ,1,Fick,J. Fick,SP,Janet Fick
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,490,21035,1G,Independent Study in CM,M,1,20,4,16,,N,0,0,0,Active,Mezo,8/21/17,12/11/17,,,     , ,1,Mezo,M. Mezo,SP,Michael Mezo
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,490,28022,2,Independent Study in CM,M,1,20,5,15,,N,0,0,0,Active,Attallah,8/21/17,12/11/17,,,     , ,1,Attallah,S. Attallah,SP,Sherif Attallah
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,490,21038,2G,Independent Study in CM,M,3,20,0,20,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,SP,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,490,23248,3G,Independent Study in CM,M,1,20,3,17,,N,0,0,0,Active,Wilson,8/21/17,12/11/17,,,     , ,1,Wilson,C. Wilson,SP,Craig Wilson
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,490,25085,4G,Independent Study in CM,M,1,20,5,15,,N,0,0,0,Active,Birk,8/21/17,12/11/17,,,     , ,1,Birk,G. Birk,SP,Gary Birk
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,490,25264,5G,Independent Study in CM,M,1,20,0,20,,N,0,0,0,Active,Attallah,8/21/17,12/11/17,,,     , ,1,Attallah,S. Attallah,SP,Sherif Attallah
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,697,22422,1,Independent Study in CM,M,3,5,2,3,,N,0,0,0,Active,Jones,8/21/17,12/11/17,,,     , ,1,Jones,J. Jones,SP,James Jones
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,697,22423,2,Independent Study in CM,M,3,20,0,20,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,SP,No Instructor Listed
AP,Architecture and Planning,CMID,Construction Mgt & Int Design,TCST,698,24703,1,Advanced Topics in CM,M,3,20,0,20,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,101,10081,1,Environment Design and Plan 1,M,,20,18,2,59,Y,0,0,0,Active,Truex,8/21/17,12/11/17,1300,1650,M  W  F ,AB 607,1,Truex,S. Truex,SP,Scott Truex
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,101,10083,2,Environment Design and Plan 1,M,,20,18,2,59,Y,0,0,0,Active,Deeg,8/21/17,12/11/17,1300,1650,M  W  F ,AB 607,1,Deeg,L. Deeg,SP,Lohren Deeg
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,101,10082,3,Environment Design and Plan 1,M,,20,17,3,59,Y,0,0,0,Active,Hildner,8/21/17,12/11/17,1300,1650,M  W  F ,AB 607,1,Hildner,A. Hildner,SP,Ann Hildner
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,101,10084,4,Environment Design and Plan 1,M,,20,17,3,84,Y,0,0,0,Active,San Miguel,8/21/17,12/11/17,1300,1650,M  W  F ,AB 601,1,San Miguel,M. San Miguel,SP,Miguel San Miguel
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,101,10085,5,Environment Design and Plan 1,M,,20,17,3,84,Y,0,0,0,Active,Cruz,8/21/17,12/11/17,1300,1650,M  W  F ,AB 601,1,Cruz,C. Cruz,SP,Cesar Cruz
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,101,10086,6,Environment Design and Plan 1,M,,20,16,4,84,Y,0,0,0,Active,Heidemann,8/21/17,12/11/17,1300,1650,M  W  F ,AB 601,1,Heidemann,P. Heidemann,SP,Philipp Heidemann
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,161,10087,1,Design Communications Media 1,M,,20,18,2,95,Y,0,0,0,Active,Cruz,8/21/17,12/11/17,1000,1150,M  W  F ,AB 100,1,"Cruz, Joshi","C. Cruz (P), V. Joshi",SP,"Cesar Cruz (P), Vedshree Sunil Joshi"
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,161,10088,2,Design Communications Media 1,M,,20,18,2,95,Y,0,0,0,Active,Calkins,8/21/17,12/11/17,1000,1150,M  W  F ,AB 100,1,Calkins,M. Calkins,SP,Margaret Calkins
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,161,10089,3,Design Communications Media 1,M,,20,17,3,95,Y,0,0,0,Active,San Miguel,8/21/17,12/11/17,1000,1150,M  W  F ,AB 100,1,"Mappes, San Miguel","E. Mappes, M. San Miguel (P)",SP,"Emma Mappes, Miguel San Miguel (P)"
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,161,10090,4,Design Communications Media 1,M,,20,17,3,95,Y,0,0,0,Active,Hildner,8/21/17,12/11/17,1000,1150,M  W  F ,AB 100,1,Hildner,A. Hildner,SP,Ann Hildner
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,161,10097,5,Design Communications Media 1,M,,20,17,3,95,Y,0,0,0,Active,Woodfin,8/21/17,12/11/17,1000,1150,M  W  F ,AB 100,1,"Kadari, Woodfin","P. Kadari, C. Woodfin (P)",SP,"Pranathi Kadari, Charles Woodfin (P)"
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,161,10098,6,Design Communications Media 1,M,,20,16,4,,Y,0,0,0,Active,Rice,8/21/17,12/11/17,1000,1150,M  W  F , ,1,Rice,T. Rice,SP,Travis Rice
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,198,22730,1,"Intro Arch, LA, Urb Plan",M,3,2,0,2,,N,0,0,0,Active,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,SP,No Instructor Listed
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,200,16778,800,Design Thinking,OL,,20,0,20,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,200,16955,801,Design Thinking,OL,,20,0,20,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,400,23613,1,Community-Based Projects,M,3,12,0,12,,N,0,0,0,Cancelled,,8/21/17,12/11/17,1830,2110,  W   , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,400,10102,3,Community-Based Projects,M,3,12,0,12,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,SP,No Instructor Listed
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,498,19346,1,Spec Projects in CAP,M,3,25,0,25,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,498,19723,2,Spec Projects in CAP,M,,15,0,15,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,SP,No Instructor Listed
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,500,20717,1,Community-Based Projects Work,M,3,5,0,5,,N,0,0,0,Cancelled,,8/21/17,12/11/17,1830,2110,  W   , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,598,19347,1,Special Projects in CAP,M,3,8,0,8,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,CAP,598,19725,2,Special Projects in CAP,M,3,5,0,5,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,SP,No Instructor Listed
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,UD,501,13181,890,UD Studio 1: Sust Urban Syst,OC,,20,8,12,,N,0,0,0,Active,Gallagher,8/21/17,12/11/17,1300,1600, T    ,PF ,1,Gallagher,T. Gallagher,,Thomas Gallagher
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,UD,502,19207,890,UD Studio 2: Urban Mobility,OC,,20,8,12,,N,0,0,0,Active,Ferguson,8/21/17,12/11/17,1300,1600,   R  ,PF ,1,Ferguson,J. Ferguson,,Justin Ferguson
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,UD,561,20420,891,UD Communications 1,OC,,20,8,12,,N,0,0,0,Active,Gallagher,8/21/17,12/11/17,1000,1130, T  R  ,PF ,1,Gallagher,T. Gallagher,,Thomas Gallagher
AP,Architecture and Planning,COAP,Coll of Architecture & Plan,UD,598,14768,890,Special Projects Urban Design,OC,3,20,8,12,,N,0,0,0,Active,Ferguson,8/21/17,12/11/17,1700,1930,   R  ,PF ,1,Ferguson,J. Ferguson,,Justin Ferguson
